mode	category	task_name	policy_name	score
pvp	item	curriculum/Task_EquipItem_(item:Gloves_level:3_num_agent:1)_reward_to:agent	yaofeng_50M	0.041597
pvp	item	curriculum/Task_EquipItem_(item:Hat_level:1_num_agent:1)_reward_to:agent	baseline_10M	0.118416
pvp	item	curriculum/Task_EquipItem_(item:Hat_level:1_num_agent:1)_reward_to:agent	learner	0.057864
pvp	item	curriculum/Task_EquipItem_(item:Hat_level:1_num_agent:1)_reward_to:agent	takeru_100M	0.410810
pvp	item	curriculum/Task_EquipItem_(item:Hat_level:1_num_agent:1)_reward_to:agent	takeru_200M	0.491230
pvp	item	curriculum/Task_EquipItem_(item:Hat_level:1_num_agent:1)_reward_to:agent	takeru_25M	0.364348
pvp	item	curriculum/Task_EquipItem_(item:Hat_level:1_num_agent:1)_reward_to:agent	takeru_50M	0.331684
pvp	item	curriculum/Task_EquipItem_(item:Hat_level:1_num_agent:1)_reward_to:agent	yaofeng_100M	0.621711
pvp	item	curriculum/Task_EquipItem_(item:Hat_level:1_num_agent:1)_reward_to:agent	yaofeng_200M	0.731243
pvp	item	curriculum/Task_EquipItem_(item:Hat_level:1_num_agent:1)_reward_to:agent	yaofeng_25M	0.420320
pvp	item	curriculum/Task_EquipItem_(item:Hat_level:1_num_agent:1)_reward_to:agent	yaofeng_50M	0.525709
pvp	item	curriculum/Task_EquipItem_(item:Hat_level:3_num_agent:1)_reward_to:agent	baseline_10M	0.023724
pvp	item	curriculum/Task_EquipItem_(item:Hat_level:3_num_agent:1)_reward_to:agent	learner	0.000000
pvp	item	curriculum/Task_EquipItem_(item:Hat_level:3_num_agent:1)_reward_to:agent	takeru_100M	0.090965
pvp	item	curriculum/Task_EquipItem_(item:Hat_level:3_num_agent:1)_reward_to:agent	takeru_200M	0.136711
pvp	item	curriculum/Task_EquipItem_(item:Hat_level:3_num_agent:1)_reward_to:agent	takeru_25M	0.043151
pvp	item	curriculum/Task_EquipItem_(item:Hat_level:3_num_agent:1)_reward_to:agent	takeru_50M	0.074268
pvp	item	curriculum/Task_EquipItem_(item:Hat_level:3_num_agent:1)_reward_to:agent	yaofeng_100M	0.301271
pvp	item	curriculum/Task_EquipItem_(item:Hat_level:3_num_agent:1)_reward_to:agent	yaofeng_200M	0.455966
pvp	item	curriculum/Task_EquipItem_(item:Hat_level:3_num_agent:1)_reward_to:agent	yaofeng_25M	0.150862
pvp	item	curriculum/Task_EquipItem_(item:Hat_level:3_num_agent:1)_reward_to:agent	yaofeng_50M	0.196167
pvp	item	curriculum/Task_EquipItem_(item:Pickaxe_level:1_num_agent:1)_reward_to:agent	baseline_10M	0.106899
pvp	item	curriculum/Task_EquipItem_(item:Pickaxe_level:1_num_agent:1)_reward_to:agent	learner	0.033333
pvp	item	curriculum/Task_EquipItem_(item:Pickaxe_level:1_num_agent:1)_reward_to:agent	takeru_100M	0.264707
pvp	item	curriculum/Task_EquipItem_(item:Pickaxe_level:1_num_agent:1)_reward_to:agent	takeru_200M	0.326801
pvp	item	curriculum/Task_EquipItem_(item:Pickaxe_level:1_num_agent:1)_reward_to:agent	takeru_25M	0.260818
pvp	item	curriculum/Task_EquipItem_(item:Pickaxe_level:1_num_agent:1)_reward_to:agent	takeru_50M	0.246710
pvp	item	curriculum/Task_EquipItem_(item:Pickaxe_level:1_num_agent:1)_reward_to:agent	yaofeng_100M	0.401318
pvp	item	curriculum/Task_EquipItem_(item:Pickaxe_level:1_num_agent:1)_reward_to:agent	yaofeng_200M	0.560018
pvp	item	curriculum/Task_EquipItem_(item:Pickaxe_level:1_num_agent:1)_reward_to:agent	yaofeng_25M	0.344109
pvp	item	curriculum/Task_EquipItem_(item:Pickaxe_level:1_num_agent:1)_reward_to:agent	yaofeng_50M	0.327637
pvp	item	curriculum/Task_EquipItem_(item:Pickaxe_level:3_num_agent:1)_reward_to:agent	baseline_10M	0.000000
pvp	item	curriculum/Task_EquipItem_(item:Pickaxe_level:3_num_agent:1)_reward_to:agent	learner	0.000000
pvp	item	curriculum/Task_EquipItem_(item:Pickaxe_level:3_num_agent:1)_reward_to:agent	takeru_100M	0.004234
pvp	item	curriculum/Task_EquipItem_(item:Pickaxe_level:3_num_agent:1)_reward_to:agent	takeru_200M	0.032577
pvp	item	curriculum/Task_EquipItem_(item:Pickaxe_level:3_num_agent:1)_reward_to:agent	takeru_25M	0.002222
pvp	item	curriculum/Task_EquipItem_(item:Pickaxe_level:3_num_agent:1)_reward_to:agent	takeru_50M	0.003992
pvp	item	curriculum/Task_EquipItem_(item:Pickaxe_level:3_num_agent:1)_reward_to:agent	yaofeng_100M	0.054801
pvp	item	curriculum/Task_EquipItem_(item:Pickaxe_level:3_num_agent:1)_reward_to:agent	yaofeng_200M	0.073793
pvp	item	curriculum/Task_EquipItem_(item:Pickaxe_level:3_num_agent:1)_reward_to:agent	yaofeng_25M	0.022172
pvp	item	curriculum/Task_EquipItem_(item:Pickaxe_level:3_num_agent:1)_reward_to:agent	yaofeng_50M	0.017003
pvp	item	curriculum/Task_EquipItem_(item:Rod_level:1_num_agent:1)_reward_to:agent	baseline_10M	0.109165
pvp	item	curriculum/Task_EquipItem_(item:Rod_level:1_num_agent:1)_reward_to:agent	learner	0.023611
pvp	item	curriculum/Task_EquipItem_(item:Rod_level:1_num_agent:1)_reward_to:agent	takeru_100M	0.348070
pvp	item	curriculum/Task_EquipItem_(item:Rod_level:1_num_agent:1)_reward_to:agent	takeru_200M	0.360811
pvp	item	curriculum/Task_EquipItem_(item:Rod_level:1_num_agent:1)_reward_to:agent	takeru_25M	0.216937
pvp	item	curriculum/Task_EquipItem_(item:Rod_level:1_num_agent:1)_reward_to:agent	takeru_50M	0.249029
pvp	item	curriculum/Task_EquipItem_(item:Rod_level:1_num_agent:1)_reward_to:agent	yaofeng_100M	0.465676
pvp	item	curriculum/Task_EquipItem_(item:Rod_level:1_num_agent:1)_reward_to:agent	yaofeng_200M	0.542325
pvp	item	curriculum/Task_EquipItem_(item:Rod_level:1_num_agent:1)_reward_to:agent	yaofeng_25M	0.387014
pvp	item	curriculum/Task_EquipItem_(item:Rod_level:1_num_agent:1)_reward_to:agent	yaofeng_50M	0.354678
pvp	item	curriculum/Task_EquipItem_(item:Rod_level:3_num_agent:1)_reward_to:agent	baseline_10M	0.003887
pvp	item	curriculum/Task_EquipItem_(item:Rod_level:3_num_agent:1)_reward_to:agent	learner	0.000000
pvp	item	curriculum/Task_EquipItem_(item:Rod_level:3_num_agent:1)_reward_to:agent	takeru_100M	0.011401
pvp	item	curriculum/Task_EquipItem_(item:Rod_level:3_num_agent:1)_reward_to:agent	takeru_200M	0.016986
pvp	item	curriculum/Task_EquipItem_(item:Rod_level:3_num_agent:1)_reward_to:agent	takeru_25M	0.009166
pvp	item	curriculum/Task_EquipItem_(item:Rod_level:3_num_agent:1)_reward_to:agent	takeru_50M	0.006550
pvp	item	curriculum/Task_EquipItem_(item:Rod_level:3_num_agent:1)_reward_to:agent	yaofeng_100M	0.080698
pvp	item	curriculum/Task_EquipItem_(item:Rod_level:3_num_agent:1)_reward_to:agent	yaofeng_200M	0.104273
pvp	item	curriculum/Task_EquipItem_(item:Rod_level:3_num_agent:1)_reward_to:agent	yaofeng_25M	0.028792
pvp	item	curriculum/Task_EquipItem_(item:Rod_level:3_num_agent:1)_reward_to:agent	yaofeng_50M	0.031636
pvp	item	curriculum/Task_EquipItem_(item:Runes_level:1_num_agent:1)_reward_to:agent	baseline_10M	0.238456
pvp	item	curriculum/Task_EquipItem_(item:Runes_level:1_num_agent:1)_reward_to:agent	learner	0.020000
pvp	item	curriculum/Task_EquipItem_(item:Runes_level:1_num_agent:1)_reward_to:agent	takeru_100M	0.352092
pvp	item	curriculum/Task_EquipItem_(item:Runes_level:1_num_agent:1)_reward_to:agent	takeru_200M	0.466160
pvp	item	curriculum/Task_EquipItem_(item:Runes_level:1_num_agent:1)_reward_to:agent	takeru_25M	0.285893
pvp	item	curriculum/Task_EquipItem_(item:Runes_level:1_num_agent:1)_reward_to:agent	takeru_50M	0.313934
pvp	item	curriculum/Task_EquipItem_(item:Runes_level:1_num_agent:1)_reward_to:agent	yaofeng_100M	0.550161
pvp	item	curriculum/Task_EquipItem_(item:Runes_level:1_num_agent:1)_reward_to:agent	yaofeng_200M	0.575200
pvp	item	curriculum/Task_EquipItem_(item:Runes_level:1_num_agent:1)_reward_to:agent	yaofeng_25M	0.275949
pvp	item	curriculum/Task_EquipItem_(item:Runes_level:1_num_agent:1)_reward_to:agent	yaofeng_50M	0.373104
pvp	item	curriculum/Task_EquipItem_(item:Runes_level:3_num_agent:1)_reward_to:agent	baseline_10M	0.000000
pvp	item	curriculum/Task_EquipItem_(item:Runes_level:3_num_agent:1)_reward_to:agent	learner	0.000000
pvp	item	curriculum/Task_EquipItem_(item:Runes_level:3_num_agent:1)_reward_to:agent	takeru_100M	0.020208
pvp	item	curriculum/Task_EquipItem_(item:Runes_level:3_num_agent:1)_reward_to:agent	takeru_200M	0.020299
pvp	item	curriculum/Task_EquipItem_(item:Runes_level:3_num_agent:1)_reward_to:agent	takeru_25M	0.009066
pvp	item	curriculum/Task_EquipItem_(item:Runes_level:3_num_agent:1)_reward_to:agent	takeru_50M	0.005163
pvp	item	curriculum/Task_EquipItem_(item:Runes_level:3_num_agent:1)_reward_to:agent	yaofeng_100M	0.049716
pvp	item	curriculum/Task_EquipItem_(item:Runes_level:3_num_agent:1)_reward_to:agent	yaofeng_200M	0.089686
pvp	item	curriculum/Task_EquipItem_(item:Runes_level:3_num_agent:1)_reward_to:agent	yaofeng_25M	0.005396
pvp	item	curriculum/Task_EquipItem_(item:Runes_level:3_num_agent:1)_reward_to:agent	yaofeng_50M	0.039583
pvp	item	curriculum/Task_EquipItem_(item:Spear_level:1_num_agent:1)_reward_to:agent	baseline_10M	0.018628
pvp	item	curriculum/Task_EquipItem_(item:Spear_level:1_num_agent:1)_reward_to:agent	learner	0.000000
pvp	item	curriculum/Task_EquipItem_(item:Spear_level:1_num_agent:1)_reward_to:agent	takeru_100M	0.090358
pvp	item	curriculum/Task_EquipItem_(item:Spear_level:1_num_agent:1)_reward_to:agent	takeru_200M	0.090117
pvp	item	curriculum/Task_EquipItem_(item:Spear_level:1_num_agent:1)_reward_to:agent	takeru_25M	0.070859
pvp	item	curriculum/Task_EquipItem_(item:Spear_level:1_num_agent:1)_reward_to:agent	takeru_50M	0.067630
pvp	item	curriculum/Task_EquipItem_(item:Spear_level:1_num_agent:1)_reward_to:agent	yaofeng_100M	0.054785
pvp	item	curriculum/Task_EquipItem_(item:Spear_level:1_num_agent:1)_reward_to:agent	yaofeng_200M	0.089774
pvp	item	curriculum/Task_EquipItem_(item:Spear_level:1_num_agent:1)_reward_to:agent	yaofeng_25M	0.028130
pvp	item	curriculum/Task_EquipItem_(item:Spear_level:1_num_agent:1)_reward_to:agent	yaofeng_50M	0.075262
pvp	item	curriculum/Task_EquipItem_(item:Spear_level:3_num_agent:1)_reward_to:agent	baseline_10M	0.000000
pvp	item	curriculum/Task_EquipItem_(item:Spear_level:3_num_agent:1)_reward_to:agent	learner	0.000000
pvp	item	curriculum/Task_EquipItem_(item:Spear_level:3_num_agent:1)_reward_to:agent	takeru_100M	0.000000
pvp	item	curriculum/Task_EquipItem_(item:Spear_level:3_num_agent:1)_reward_to:agent	takeru_200M	0.002273
pvp	item	curriculum/Task_EquipItem_(item:Spear_level:3_num_agent:1)_reward_to:agent	takeru_25M	0.000000
pvp	item	curriculum/Task_EquipItem_(item:Spear_level:3_num_agent:1)_reward_to:agent	takeru_50M	0.000000
pvp	item	curriculum/Task_EquipItem_(item:Spear_level:3_num_agent:1)_reward_to:agent	yaofeng_100M	0.000000
pvp	item	curriculum/Task_EquipItem_(item:Spear_level:3_num_agent:1)_reward_to:agent	yaofeng_200M	0.001818
pvp	item	curriculum/Task_EquipItem_(item:Spear_level:3_num_agent:1)_reward_to:agent	yaofeng_25M	0.000000
pvp	item	curriculum/Task_EquipItem_(item:Spear_level:3_num_agent:1)_reward_to:agent	yaofeng_50M	0.004854
pvp	item	curriculum/Task_EquipItem_(item:Top_level:1_num_agent:1)_reward_to:agent	baseline_10M	0.233612
pvp	item	curriculum/Task_EquipItem_(item:Top_level:1_num_agent:1)_reward_to:agent	learner	0.062500
pvp	item	curriculum/Task_EquipItem_(item:Top_level:1_num_agent:1)_reward_to:agent	takeru_100M	0.453513
pvp	item	curriculum/Task_EquipItem_(item:Top_level:1_num_agent:1)_reward_to:agent	takeru_200M	0.467134
pvp	item	curriculum/Task_EquipItem_(item:Top_level:1_num_agent:1)_reward_to:agent	takeru_25M	0.296855
pvp	item	curriculum/Task_EquipItem_(item:Top_level:1_num_agent:1)_reward_to:agent	takeru_50M	0.353841
pvp	item	curriculum/Task_EquipItem_(item:Top_level:1_num_agent:1)_reward_to:agent	yaofeng_100M	0.555281
pvp	item	curriculum/Task_EquipItem_(item:Top_level:1_num_agent:1)_reward_to:agent	yaofeng_200M	0.702398
pvp	item	curriculum/Task_EquipItem_(item:Top_level:1_num_agent:1)_reward_to:agent	yaofeng_25M	0.450153
pvp	item	curriculum/Task_EquipItem_(item:Top_level:1_num_agent:1)_reward_to:agent	yaofeng_50M	0.492639
pvp	item	curriculum/Task_EquipItem_(item:Top_level:3_num_agent:1)_reward_to:agent	baseline_10M	0.022535
pvp	item	curriculum/Task_EquipItem_(item:Top_level:3_num_agent:1)_reward_to:agent	learner	0.000000
pvp	item	curriculum/Task_EquipItem_(item:Top_level:3_num_agent:1)_reward_to:agent	takeru_100M	0.106945
pvp	item	curriculum/Task_EquipItem_(item:Top_level:3_num_agent:1)_reward_to:agent	takeru_200M	0.137210
pvp	item	curriculum/Task_EquipItem_(item:Top_level:3_num_agent:1)_reward_to:agent	takeru_25M	0.046096
pvp	item	curriculum/Task_EquipItem_(item:Top_level:3_num_agent:1)_reward_to:agent	takeru_50M	0.057207
pvp	item	curriculum/Task_EquipItem_(item:Top_level:3_num_agent:1)_reward_to:agent	yaofeng_100M	0.321714
pvp	item	curriculum/Task_EquipItem_(item:Top_level:3_num_agent:1)_reward_to:agent	yaofeng_200M	0.344828
pvp	item	curriculum/Task_EquipItem_(item:Top_level:3_num_agent:1)_reward_to:agent	yaofeng_25M	0.165270
pvp	item	curriculum/Task_EquipItem_(item:Top_level:3_num_agent:1)_reward_to:agent	yaofeng_50M	0.240069
pvp	item	curriculum/Task_EquipItem_(item:Wand_level:1_num_agent:1)_reward_to:agent	baseline_10M	0.024865
pvp	item	curriculum/Task_EquipItem_(item:Wand_level:1_num_agent:1)_reward_to:agent	learner	0.000000
pvp	item	curriculum/Task_EquipItem_(item:Wand_level:1_num_agent:1)_reward_to:agent	takeru_100M	0.076289
pvp	item	curriculum/Task_EquipItem_(item:Wand_level:1_num_agent:1)_reward_to:agent	takeru_200M	0.068922
pvp	item	curriculum/Task_EquipItem_(item:Wand_level:1_num_agent:1)_reward_to:agent	takeru_25M	0.043402
pvp	item	curriculum/Task_EquipItem_(item:Wand_level:1_num_agent:1)_reward_to:agent	takeru_50M	0.044770
pvp	item	curriculum/Task_EquipItem_(item:Wand_level:1_num_agent:1)_reward_to:agent	yaofeng_100M	0.070759
pvp	item	curriculum/Task_EquipItem_(item:Wand_level:1_num_agent:1)_reward_to:agent	yaofeng_200M	0.119078
pvp	item	curriculum/Task_EquipItem_(item:Wand_level:1_num_agent:1)_reward_to:agent	yaofeng_25M	0.023722
pvp	item	curriculum/Task_EquipItem_(item:Wand_level:1_num_agent:1)_reward_to:agent	yaofeng_50M	0.073452
pvp	item	curriculum/Task_EquipItem_(item:Wand_level:3_num_agent:1)_reward_to:agent	baseline_10M	0.000000
pvp	item	curriculum/Task_EquipItem_(item:Wand_level:3_num_agent:1)_reward_to:agent	learner	0.000000
pvp	item	curriculum/Task_EquipItem_(item:Wand_level:3_num_agent:1)_reward_to:agent	takeru_100M	0.000000
pvp	item	curriculum/Task_EquipItem_(item:Wand_level:3_num_agent:1)_reward_to:agent	takeru_200M	0.000000
pvp	item	curriculum/Task_EquipItem_(item:Wand_level:3_num_agent:1)_reward_to:agent	takeru_25M	0.002000
pvp	item	curriculum/Task_EquipItem_(item:Wand_level:3_num_agent:1)_reward_to:agent	takeru_50M	0.000000
pvp	item	curriculum/Task_EquipItem_(item:Wand_level:3_num_agent:1)_reward_to:agent	yaofeng_100M	0.004144
pvp	item	curriculum/Task_EquipItem_(item:Wand_level:3_num_agent:1)_reward_to:agent	yaofeng_200M	0.004548
pvp	item	curriculum/Task_EquipItem_(item:Wand_level:3_num_agent:1)_reward_to:agent	yaofeng_25M	0.000000
pvp	item	curriculum/Task_EquipItem_(item:Wand_level:3_num_agent:1)_reward_to:agent	yaofeng_50M	0.000000
pvp	item	curriculum/Task_EquipItem_(item:Whetstone_level:1_num_agent:1)_reward_to:agent	baseline_10M	0.223064
pvp	item	curriculum/Task_EquipItem_(item:Whetstone_level:1_num_agent:1)_reward_to:agent	learner	0.000000
pvp	item	curriculum/Task_EquipItem_(item:Whetstone_level:1_num_agent:1)_reward_to:agent	takeru_100M	0.388437
pvp	item	curriculum/Task_EquipItem_(item:Whetstone_level:1_num_agent:1)_reward_to:agent	takeru_200M	0.421946
pvp	item	curriculum/Task_EquipItem_(item:Whetstone_level:1_num_agent:1)_reward_to:agent	takeru_25M	0.316432
pvp	item	curriculum/Task_EquipItem_(item:Whetstone_level:1_num_agent:1)_reward_to:agent	takeru_50M	0.346657
pvp	item	curriculum/Task_EquipItem_(item:Whetstone_level:1_num_agent:1)_reward_to:agent	yaofeng_100M	0.497006
pvp	item	curriculum/Task_EquipItem_(item:Whetstone_level:1_num_agent:1)_reward_to:agent	yaofeng_200M	0.575667
pvp	item	curriculum/Task_EquipItem_(item:Whetstone_level:1_num_agent:1)_reward_to:agent	yaofeng_25M	0.252354
pvp	item	curriculum/Task_EquipItem_(item:Whetstone_level:1_num_agent:1)_reward_to:agent	yaofeng_50M	0.410747
pvp	item	curriculum/Task_EquipItem_(item:Whetstone_level:3_num_agent:1)_reward_to:agent	baseline_10M	0.000000
pvp	item	curriculum/Task_EquipItem_(item:Whetstone_level:3_num_agent:1)_reward_to:agent	learner	0.000000
pvp	item	curriculum/Task_EquipItem_(item:Whetstone_level:3_num_agent:1)_reward_to:agent	takeru_100M	0.019248
pvp	item	curriculum/Task_EquipItem_(item:Whetstone_level:3_num_agent:1)_reward_to:agent	takeru_200M	0.025559
pvp	item	curriculum/Task_EquipItem_(item:Whetstone_level:3_num_agent:1)_reward_to:agent	takeru_25M	0.009349
pvp	item	curriculum/Task_EquipItem_(item:Whetstone_level:3_num_agent:1)_reward_to:agent	takeru_50M	0.013447
pvp	item	curriculum/Task_EquipItem_(item:Whetstone_level:3_num_agent:1)_reward_to:agent	yaofeng_100M	0.028887
pvp	item	curriculum/Task_EquipItem_(item:Whetstone_level:3_num_agent:1)_reward_to:agent	yaofeng_200M	0.069500
pvp	item	curriculum/Task_EquipItem_(item:Whetstone_level:3_num_agent:1)_reward_to:agent	yaofeng_25M	0.011091
pvp	item	curriculum/Task_EquipItem_(item:Whetstone_level:3_num_agent:1)_reward_to:agent	yaofeng_50M	0.030762
pvp	item	curriculum/Task_FullyArmed_(combat_style:Mage_level:1_num_agent:1)_reward_to:agent	baseline_10M	0.000000
pvp	item	curriculum/Task_FullyArmed_(combat_style:Mage_level:1_num_agent:1)_reward_to:agent	learner	0.000000
pvp	item	curriculum/Task_FullyArmed_(combat_style:Mage_level:1_num_agent:1)_reward_to:agent	takeru_100M	0.000000
pvp	item	curriculum/Task_FullyArmed_(combat_style:Mage_level:1_num_agent:1)_reward_to:agent	takeru_200M	0.000000
pvp	item	curriculum/Task_FullyArmed_(combat_style:Mage_level:1_num_agent:1)_reward_to:agent	takeru_25M	0.000000
pvp	item	curriculum/Task_FullyArmed_(combat_style:Mage_level:1_num_agent:1)_reward_to:agent	takeru_50M	0.000000
pvp	item	curriculum/Task_FullyArmed_(combat_style:Mage_level:1_num_agent:1)_reward_to:agent	yaofeng_100M	0.002083
pvp	item	curriculum/Task_FullyArmed_(combat_style:Mage_level:1_num_agent:1)_reward_to:agent	yaofeng_200M	0.001923
pvp	item	curriculum/Task_FullyArmed_(combat_style:Mage_level:1_num_agent:1)_reward_to:agent	yaofeng_25M	0.000000
pvp	item	curriculum/Task_FullyArmed_(combat_style:Mage_level:1_num_agent:1)_reward_to:agent	yaofeng_50M	0.000000
pvp	item	curriculum/Task_FullyArmed_(combat_style:Mage_level:3_num_agent:1)_reward_to:agent	baseline_10M	0.000000
pvp	item	curriculum/Task_FullyArmed_(combat_style:Mage_level:3_num_agent:1)_reward_to:agent	learner	0.000000
pvp	item	curriculum/Task_FullyArmed_(combat_style:Mage_level:3_num_agent:1)_reward_to:agent	takeru_100M	0.000000
pvp	item	curriculum/Task_FullyArmed_(combat_style:Mage_level:3_num_agent:1)_reward_to:agent	takeru_200M	0.000000
pvp	item	curriculum/Task_FullyArmed_(combat_style:Mage_level:3_num_agent:1)_reward_to:agent	takeru_25M	0.000000
pvp	item	curriculum/Task_FullyArmed_(combat_style:Mage_level:3_num_agent:1)_reward_to:agent	takeru_50M	0.000000
pvp	item	curriculum/Task_FullyArmed_(combat_style:Mage_level:3_num_agent:1)_reward_to:agent	yaofeng_100M	0.000000
pvp	item	curriculum/Task_FullyArmed_(combat_style:Mage_level:3_num_agent:1)_reward_to:agent	yaofeng_200M	0.000000
pvp	item	curriculum/Task_FullyArmed_(combat_style:Mage_level:3_num_agent:1)_reward_to:agent	yaofeng_25M	0.000000
pvp	item	curriculum/Task_FullyArmed_(combat_style:Mage_level:3_num_agent:1)_reward_to:agent	yaofeng_50M	0.000000
pvp	item	curriculum/Task_FullyArmed_(combat_style:Melee_level:1_num_agent:1)_reward_to:agent	baseline_10M	0.000000
pvp	item	curriculum/Task_FullyArmed_(combat_style:Melee_level:1_num_agent:1)_reward_to:agent	learner	0.000000
pvp	item	curriculum/Task_FullyArmed_(combat_style:Melee_level:1_num_agent:1)_reward_to:agent	takeru_100M	0.000000
pvp	item	curriculum/Task_FullyArmed_(combat_style:Melee_level:1_num_agent:1)_reward_to:agent	takeru_200M	0.000000
pvp	item	curriculum/Task_FullyArmed_(combat_style:Melee_level:1_num_agent:1)_reward_to:agent	takeru_25M	0.000000
pvp	item	curriculum/Task_FullyArmed_(combat_style:Melee_level:1_num_agent:1)_reward_to:agent	takeru_50M	0.000000
pvp	item	curriculum/Task_FullyArmed_(combat_style:Melee_level:1_num_agent:1)_reward_to:agent	yaofeng_100M	0.000000
pvp	item	curriculum/Task_FullyArmed_(combat_style:Melee_level:1_num_agent:1)_reward_to:agent	yaofeng_200M	0.000000
pvp	item	curriculum/Task_FullyArmed_(combat_style:Melee_level:1_num_agent:1)_reward_to:agent	yaofeng_25M	0.000000
pvp	item	curriculum/Task_FullyArmed_(combat_style:Melee_level:1_num_agent:1)_reward_to:agent	yaofeng_50M	0.001887
pvp	item	curriculum/Task_FullyArmed_(combat_style:Melee_level:3_num_agent:1)_reward_to:agent	baseline_10M	0.000000
pvp	item	curriculum/Task_FullyArmed_(combat_style:Melee_level:3_num_agent:1)_reward_to:agent	learner	0.000000
pvp	item	curriculum/Task_FullyArmed_(combat_style:Melee_level:3_num_agent:1)_reward_to:agent	takeru_100M	0.000000
pvp	item	curriculum/Task_FullyArmed_(combat_style:Melee_level:3_num_agent:1)_reward_to:agent	takeru_200M	0.000000
pvp	item	curriculum/Task_FullyArmed_(combat_style:Melee_level:3_num_agent:1)_reward_to:agent	takeru_25M	0.000000
pvp	item	curriculum/Task_FullyArmed_(combat_style:Melee_level:3_num_agent:1)_reward_to:agent	takeru_50M	0.000000
pvp	item	curriculum/Task_FullyArmed_(combat_style:Melee_level:3_num_agent:1)_reward_to:agent	yaofeng_100M	0.000000
pvp	item	curriculum/Task_FullyArmed_(combat_style:Melee_level:3_num_agent:1)_reward_to:agent	yaofeng_200M	0.000000
pvp	item	curriculum/Task_FullyArmed_(combat_style:Melee_level:3_num_agent:1)_reward_to:agent	yaofeng_25M	0.000000
pvp	item	curriculum/Task_FullyArmed_(combat_style:Melee_level:3_num_agent:1)_reward_to:agent	yaofeng_50M	0.000000
pvp	item	curriculum/Task_FullyArmed_(combat_style:Range_level:1_num_agent:1)_reward_to:agent	baseline_10M	0.000000
pvp	item	curriculum/Task_FullyArmed_(combat_style:Range_level:1_num_agent:1)_reward_to:agent	learner	0.000000
pvp	item	curriculum/Task_FullyArmed_(combat_style:Range_level:1_num_agent:1)_reward_to:agent	takeru_100M	0.000000
pvp	item	curriculum/Task_FullyArmed_(combat_style:Range_level:1_num_agent:1)_reward_to:agent	takeru_200M	0.000000
pvp	item	curriculum/Task_FullyArmed_(combat_style:Range_level:1_num_agent:1)_reward_to:agent	takeru_25M	0.000000
pvp	item	curriculum/Task_FullyArmed_(combat_style:Range_level:1_num_agent:1)_reward_to:agent	takeru_50M	0.000000
pvp	item	curriculum/Task_FullyArmed_(combat_style:Range_level:1_num_agent:1)_reward_to:agent	yaofeng_100M	0.000000
